,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Target
383203,8/9/2007,20:07:00,1.522,0.096,239.27,6.4,17.0
257654,13/6/2007,15:38:00,2.468,0.114,238.74,10.2,38.0
800394,24/6/2008,13:18:00,1.286,0.09,236.27,5.4,18.0
1398516,13/8/2009,22:00:00,1.194,0.262,239.57,5.0,2.0
1108544,24/1/2009,13:08:00,6.27,0.164,236.48,26.4,98.0
1732286,2/4/2010,16:50:00,1.584,0.066,242.04,6.4,19.0
1881329,15/7/2010,04:53:00,0.738,0.092,238.7,3.0,0.0
158992,6/4/2007,03:16:00,0.372,0.094,241.48,1.6,0.0
725905,3/5/2008,19:49:00,0.318,0.088,240.51,1.4,1.0
1047232,12/12/2008,23:16:00,0.42,0.198,245.23,1.8,0.0
689306,8/4/2008,09:50:00,1.828,0.106,244.06,7.4,21.0
532311,21/12/2007,09:15:00,1.356,0.0,241.58,5.6,19.0
722219,1/5/2008,06:23:00,0.256,0.0,243.25,1.0,1.0
1386300,5/8/2009,10:24:00,0.34,0.3,244.56,1.8,2.0
1076353,2/1/2009,04:37:00,0.256,0.0,248.54,1.0,1.0
1616614,12/1/2010,08:58:00,1.796,0.0,242.14,7.4,19.0
919981,15/9/2008,14:25:00,0.882,0.226,242.36,3.8,3.0
1876410,11/7/2010,18:54:00,0.766,0.388,239.76,3.6,1.0
1463472,28/9/2009,00:36:00,0.216,0.096,242.34,1.0,1.0
652781,14/3/2008,01:05:00,0.402,0.106,243.66,1.8,0.0
1622547,16/1/2010,11:51:00,4.406,0.356,241.24,18.2,65.0
762545,29/5/2008,06:29:00,1.43,0.236,240.19,6.0,18.0
1011914,18/11/2008,10:38:00,1.656,0.054,235.54,7.0,17.0
1544200,23/11/2009,02:04:00,0.406,0.218,244.9,1.8,1.0
722888,1/5/2008,17:32:00,0.242,0.0,238.72,1.0,0.0
1350515,11/7/2009,13:59:00,1.494,0.252,236.18,6.4,18.0
3262,18/12/2006,23:46:00,0.43,0.054,244.43,1.8,4.0
1065479,25/12/2008,15:23:00,0.24,0.048,245.34,1.0,0.0
870953,12/8/2008,13:17:00,0.08,0.0,240.39,0.2,1.0
1885973,18/7/2010,10:17:00,0.234,0.092,240.94,1.0,1.0
1155042,25/2/2009,20:06:00,2.404,0.16,234.74,10.2,17.0
1510228,30/10/2009,11:52:00,1.324,0.0,241.64,5.4,19.0
553899,5/1/2008,09:03:00,1.566,0.088,239.16,6.6,0.0
1525034,9/11/2009,18:38:00,2.302,0.12,236.43,9.6,17.0
1619950,14/1/2010,16:34:00,0.218,0.0,241.18,1.0,0.0
785810,14/6/2008,10:14:00,0.418,0.276,238.35,2.0,1.0
1514198,2/11/2009,06:02:00,0.236,0.046,239.58,1.0,1.0
1492131,17/10/2009,22:15:00,2.244,0.0,237.42,9.4,18.0
248428,7/6/2007,05:52:00,0.178,0.0,239.07,0.8,0.0
1711025,18/3/2010,22:29:00,0.764,0.0,240.15,3.2,1.0
98416,23/2/2007,01:40:00,0.3,0.064,240.42,1.2,0.0
1089652,11/1/2009,10:16:00,2.25,0.048,244.31,10.2,34.0
216601,16/5/2007,03:25:00,0.278,0.048,235.74,1.2,0.0
1334815,30/6/2009,16:19:00,0.55,0.178,240.75,2.4,2.0
896117,30/8/2008,00:41:00,0.158,0.122,240.62,0.8,1.0
992870,5/11/2008,05:14:00,0.428,0.166,239.8,2.0,0.0
1812065,28/5/2010,02:29:00,0.85,0.262,239.67,3.6,11.0
1029460,30/11/2008,15:04:00,1.8,0.07,246.38,7.2,19.0
1655430,8/2/2010,07:54:00,2.7,0.056,238.65,11.2,18.0
734074,9/5/2008,11:58:00,2.186,0.072,239.23,9.2,18.0
550531,3/1/2008,00:55:00,0.362,0.106,246.92,1.6,0.0
1662447,13/2/2010,04:51:00,0.442,0.218,246.47,2.0,3.0
638865,4/3/2008,09:09:00,0.392,0.0,242.93,1.8,0.0
653824,14/3/2008,18:28:00,1.58,0.0,238.67,6.6,21.0
1375296,28/7/2009,19:00:00,1.63,0.0,238.43,7.0,21.0
441264,19/10/2007,03:48:00,0.322,0.102,242.66,1.4,0.0
1427502,3/9/2009,01:06:00,0.28,0.104,241.46,1.2,1.0
360011,23/8/2007,17:35:00,0.304,0.15,243.25,1.4,0.0
434672,14/10/2007,13:56:00,1.542,0.136,238.86,6.4,20.0
983972,30/10/2008,00:56:00,0.696,0.058,243.86,2.8,0.0
698923,15/4/2008,02:07:00,0.274,0.0,244.35,1.0,1.0
1700228,11/3/2010,10:32:00,1.368,0.0,241.21,5.6,18.0
1569203,10/12/2009,10:47:00,1.488,0.252,241.43,6.2,20.0
93720,19/2/2007,19:24:00,3.014,0.244,231.59,13.0,16.0
23223,1/1/2007,20:27:00,0.53,0.238,238.35,2.4,0.0
772264,5/6/2008,00:28:00,1.306,0.088,235.41,5.4,18.0
790203,17/6/2008,11:27:00,0.298,0.112,238.7,1.4,1.0
240325,1/6/2007,14:49:00,0.29,0.068,236.84,1.2,0.0
119376,9/3/2007,15:00:00,0.25,0.0,240.99,1.0,0.0
1027838,29/11/2008,12:02:00,0.392,0.212,242.31,1.8,1.0
200353,4/5/2007,20:37:00,2.776,0.308,229.83,12.0,17.0
1683947,28/2/2010,03:11:00,0.542,0.114,246.46,2.2,1.0
1127634,6/2/2009,19:18:00,2.206,0.098,239.01,9.2,1.0
1472872,4/10/2009,13:16:00,1.252,0.0,241.48,5.2,20.0
1222086,13/4/2009,09:30:00,1.824,0.102,238.37,7.6,19.0
812459,2/7/2008,22:23:00,1.512,0.17,239.78,6.2,20.0
915883,12/9/2008,18:07:00,0.742,0.0,240.27,3.2,1.0
14131,26/12/2006,12:55:00,2.44,0.092,238.96,10.2,17.0
1577923,16/12/2009,12:07:00,0.56,0.258,248.35,2.4,2.0
632355,28/2/2008,20:39:00,0.21,0.0,238.86,0.8,0.0
1110223,25/1/2009,17:07:00,2.376,0.084,238.01,10.0,19.0
429781,11/10/2007,04:25:00,0.36,0.092,240.44,1.6,0.0
174446,16/4/2007,20:50:00,0.916,0.402,242.43,4.0,0.0
53964,23/1/2007,04:48:00,0.456,0.066,245.28,2.2,0.0
569982,16/1/2008,13:06:00,1.754,0.064,237.82,7.4,18.0
1768776,28/4/2010,01:00:00,0.244,0.0,244.73,1.0,1.0
1703983,14/3/2010,01:07:00,1.504,0.222,242.87,6.2,18.0
1847337,21/6/2010,14:21:00,2.546,0.148,237.34,11.2,38.0
1511136,31/10/2009,03:00:00,1.568,0.274,242.13,6.6,20.0
393172,15/9/2007,18:16:00,0.262,0.118,241.53,1.2,0.0
1583023,20/12/2009,01:07:00,0.652,0.23,250.09,2.8,1.0
1622276,16/1/2010,07:20:00,3.014,0.348,244.11,12.8,20.0
413608,29/9/2007,22:52:00,1.768,0.112,237.01,7.4,2.0
1715161,21/3/2010,19:25:00,4.152,0.14,236.75,17.6,49.0
1688625,3/3/2010,09:09:00,1.322,0.0,239.77,5.4,19.0
1587148,22/12/2009,21:52:00,1.796,0.288,243.66,7.4,18.0
1292776,1/6/2009,11:40:00,1.868,0.212,239.5,7.8,18.0
1330061,27/6/2009,09:05:00,1.602,0.298,241.38,6.6,20.0
27401,4/1/2007,18:05:00,2.616,0.06,236.17,11.0,18.0
1815730,30/5/2010,15:34:00,1.506,0.058,240.24,6.2,20.0
706672,20/4/2008,11:16:00,0.492,0.14,240.31,2.2,1.0
1421787,30/8/2009,01:51:00,0.378,0.26,241.36,2.0,2.0
565514,13/1/2008,10:38:00,0.438,0.064,238.51,2.0,0.0
569385,16/1/2008,03:09:00,0.426,0.0,244.53,2.0,0.0
105627,28/2/2007,01:51:00,0.228,0.0,243.62,1.0,0.0
186734,25/4/2007,09:38:00,1.384,0.066,232.88,6.0,17.0
1161390,2/3/2009,05:54:00,0.372,0.092,242.46,1.6,0.0
1999249,5/10/2010,02:13:00,0.34,0.068,242.12,1.4,0.0
1289388,30/5/2009,03:12:00,0.48,0.096,242.42,2.0,0.0
343417,12/8/2007,05:01:00,0.2,0.126,236.9,1.0,0.0
22454,1/1/2007,07:38:00,2.44,0.11,240.01,10.0,1.0
1161979,2/3/2009,15:43:00,0.73,0.076,245.06,3.2,0.0
1018744,23/11/2008,04:28:00,0.898,0.07,241.24,3.8,0.0
548085,1/1/2008,08:09:00,1.38,0.106,241.82,5.6,0.0
1176291,12/3/2009,14:15:00,1.958,0.184,242.67,8.2,18.0
1515980,3/11/2009,11:44:00,1.398,0.292,241.49,5.8,0.0
1753306,17/4/2010,07:10:00,1.78,0.074,238.81,7.4,18.0
1339963,4/7/2009,06:07:00,0.14,0.0,245.1,0.6,1.0
468999,7/11/2007,10:03:00,1.478,0.172,237.12,6.2,20.0
673124,28/3/2008,04:08:00,1.438,0.104,244.65,5.8,18.0
232361,27/5/2007,02:05:00,0.288,0.058,235.77,1.2,0.0
1435291,8/9/2009,10:55:00,1.28,0.096,241.14,5.2,20.0
175477,17/4/2007,14:01:00,0.166,0.0,241.61,0.8,0.0
42460,15/1/2007,05:04:00,0.212,0.0,243.17,0.8,0.0
816396,5/7/2008,16:00:00,2.288,0.26,237.94,9.6,32.0
51027,21/1/2007,03:51:00,1.224,0.254,243.77,6.6,1.0
910017,8/9/2008,16:21:00,0.25,0.12,243.72,1.2,1.0
370823,31/8/2007,05:47:00,0.478,0.252,241.43,2.2,2.0
2030444,26/10/2010,18:08:00,0.334,0.106,249.55,1.4,2.0
597626,4/2/2008,17:50:00,0.45,0.216,239.54,2.0,1.0
966139,17/10/2008,15:43:00,0.478,0.09,239.18,2.0,1.0
846895,26/7/2008,20:19:00,0.33,0.23,239.29,1.6,1.0
965646,17/10/2008,07:30:00,3.28,0.154,239.62,13.8,20.0
331305,3/8/2007,19:09:00,0.212,0.098,236.52,1.0,0.0
1192530,23/3/2009,20:54:00,1.936,0.0,243.03,8.0,19.0
1899500,27/7/2010,19:44:00,0.31,0.198,240.8,1.4,0.0
1197939,27/3/2009,15:03:00,0.37,0.098,242.47,1.6,0.0
1122028,2/2/2009,21:52:00,2.83,0.058,240.51,12.0,1.0
1169843,8/3/2009,02:47:00,0.296,0.068,245.71,1.2,0.0
1537477,18/11/2009,10:01:00,1.43,0.0,240.93,5.8,21.0
27777,5/1/2007,00:21:00,1.1,0.052,244.5,4.4,1.0
547903,1/1/2008,05:07:00,2.738,0.09,240.25,11.4,17.0
1297908,5/6/2009,01:12:00,1.508,0.172,239.68,6.2,18.0
264747,18/6/2007,13:51:00,0.192,0.132,239.26,1.0,0.0
1942339,26/8/2010,13:43:00,0.352,0.216,243.73,1.6,1.0
517383,11/12/2007,00:27:00,0.322,0.106,244.82,1.4,0.0
1278162,22/5/2009,08:06:00,2.288,0.366,241.67,9.6,30.0
1347450,9/7/2009,10:54:00,0.282,0.062,241.75,1.2,0.0
1758807,21/4/2010,02:51:00,0.256,0.0,244.44,1.0,1.0
1499335,22/10/2009,22:19:00,0.596,0.0,243.02,2.4,0.0
825070,11/7/2008,16:34:00,0.208,0.104,239.74,1.0,1.0
926985,20/9/2008,11:09:00,1.448,0.0,240.24,6.0,18.0
1307161,11/6/2009,11:25:00,1.442,0.07,236.07,6.0,19.0
1840796,17/6/2010,01:20:00,0.912,0.242,238.72,4.0,11.0
1154054,25/2/2009,03:38:00,0.352,0.14,245.53,1.6,0.0
889951,25/8/2008,17:55:00,0.174,0.146,238.59,0.8,0.0
715388,26/4/2008,12:32:00,0.922,0.084,241.59,3.8,10.0
540998,27/12/2007,10:02:00,1.782,0.18,239.78,7.4,18.0
319407,26/7/2007,12:51:00,0.218,0.108,234.29,1.0,0.0
1687504,2/3/2010,14:28:00,0.262,0.0,245.26,1.0,0.0
1085044,8/1/2009,05:28:00,0.384,0.094,250.0,1.6,0.0
1032865,2/12/2008,23:49:00,0.416,0.052,245.19,1.8,0.0
439059,17/10/2007,15:03:00,0.368,0.104,240.6,1.6,0.0
1567608,9/12/2009,08:12:00,3.554,0.0,238.4,14.8,55.0
1333039,29/6/2009,10:43:00,0.296,0.112,240.97,1.2,2.0
1722045,26/3/2010,14:09:00,1.93,0.56,242.03,8.4,1.0
594695,2/2/2008,16:59:00,4.232,0.546,236.51,18.0,57.0
899930,1/9/2008,16:14:00,0.424,0.114,242.68,2.0,1.0
1346195,8/7/2009,13:59:00,0.28,0.122,239.79,1.2,1.0
1460544,25/9/2009,23:48:00,0.796,0.18,245.62,3.2,0.0
1184909,18/3/2009,13:53:00,1.41,0.098,244.42,5.8,18.0
1155790,26/2/2009,08:34:00,1.458,0.234,239.96,6.0,18.0
852974,31/7/2008,01:38:00,0.946,0.1,242.01,4.0,13.0
1422032,30/8/2009,05:56:00,1.266,0.0,241.11,5.2,18.0
1051062,15/12/2008,15:06:00,0.378,0.11,246.43,1.6,0.0
1502988,25/10/2009,11:12:00,1.654,0.496,240.16,7.2,19.0
1940384,25/8/2010,05:08:00,1.252,0.0,240.22,5.2,18.0
1309296,12/6/2009,23:00:00,0.304,0.0,242.33,1.2,0.0
1071224,29/12/2008,15:08:00,0.212,0.0,247.45,0.8,0.0
783733,12/6/2008,23:37:00,0.266,0.126,244.36,1.2,1.0
1036365,5/12/2008,10:09:00,1.442,0.064,242.11,5.8,18.0
1917471,9/8/2010,07:15:00,0.232,0.09,240.52,1.0,0.0
386413,11/9/2007,01:37:00,0.284,0.234,241.87,1.4,1.0
1077040,2/1/2009,16:04:00,1.996,0.112,244.64,8.2,19.0
1640701,29/1/2010,02:25:00,1.352,0.0,242.2,5.6,18.0
1256148,7/5/2009,01:12:00,0.434,0.224,240.5,2.0,1.0
1905497,31/7/2010,23:41:00,0.326,0.212,239.17,1.6,0.0
194238,30/4/2007,14:42:00,0.206,0.048,234.02,0.8,0.0
1330348,27/6/2009,13:52:00,2.69,0.242,240.84,11.2,40.0
827956,13/7/2008,16:40:00,0.292,0.07,239.85,1.2,1.0
1369904,25/7/2009,01:08:00,0.304,0.246,242.84,1.6,0.0
1748229,13/4/2010,18:33:00,0.712,0.172,242.2,3.0,1.0
1507548,28/10/2009,15:12:00,1.402,0.106,241.0,5.8,18.0
1840968,17/6/2010,04:12:00,0.386,0.236,239.01,1.8,1.0
1883878,16/7/2010,23:22:00,0.918,0.158,241.58,3.8,2.0
432922,13/10/2007,08:46:00,2.308,0.078,233.02,9.8,19.0
527546,18/12/2007,01:50:00,0.296,0.076,246.74,1.2,0.0
546773,31/12/2007,10:17:00,1.516,0.24,237.45,6.4,0.0
980746,27/10/2008,19:10:00,0.462,0.304,241.12,2.2,2.0
1427927,3/9/2009,08:11:00,2.598,0.192,238.73,10.8,39.0
131624,18/3/2007,03:08:00,0.236,0.0,246.6,1.0,0.0
233559,27/5/2007,22:03:00,3.756,0.054,232.36,16.4,46.0
1047082,12/12/2008,20:46:00,2.596,0.11,240.97,10.8,19.0
1813891,29/5/2010,08:55:00,1.434,0.208,238.79,6.0,19.0
1197344,27/3/2009,05:08:00,0.392,0.096,242.05,1.8,0.0
1177142,13/3/2009,04:26:00,0.218,0.0,244.69,0.8,0.0
527468,18/12/2007,00:32:00,0.326,0.11,246.86,1.4,0.0
1377545,30/7/2009,08:29:00,0.384,0.224,239.23,1.8,2.0
700402,16/4/2008,02:46:00,0.272,0.0,245.09,1.0,0.0
1077394,2/1/2009,21:58:00,1.378,0.174,238.58,5.8,0.0
1141939,16/2/2009,17:43:00,1.36,0.0,242.23,5.6,0.0
1029686,30/11/2008,18:50:00,2.912,0.232,236.5,12.2,17.0
876004,16/8/2008,01:28:00,0.264,0.256,240.81,1.6,1.0
612793,15/2/2008,06:37:00,0.218,0.046,244.08,0.8,0.0
904937,5/9/2008,03:41:00,0.154,0.0,240.67,0.6,0.0
817536,6/7/2008,11:00:00,0.248,0.0,241.88,1.0,1.0
427206,9/10/2007,09:30:00,1.334,0.062,236.05,5.6,19.0
1401170,15/8/2009,18:14:00,0.476,0.236,240.33,2.2,3.0
982338,28/10/2008,21:42:00,4.718,0.066,236.39,19.8,55.0
1703905,13/3/2010,23:49:00,1.564,0.25,245.26,6.4,21.0
946262,3/10/2008,20:26:00,4.216,0.164,237.5,17.6,57.0
574862,19/1/2008,22:26:00,0.494,0.0,238.37,2.0,0.0
1126981,6/2/2009,08:25:00,1.896,0.146,242.14,7.8,19.0
403705,23/9/2007,01:49:00,0.27,0.212,239.93,1.4,1.0
1366794,22/7/2009,21:18:00,0.976,0.236,240.64,4.0,1.0
202988,6/5/2007,16:32:00,0.468,0.118,235.87,2.0,1.0
619625,20/2/2008,00:29:00,0.334,0.094,242.9,1.4,0.0
822154,9/7/2008,15:58:00,0.378,0.366,240.57,2.2,1.0
226772,23/5/2007,04:56:00,0.206,0.054,235.52,0.8,0.0
941074,30/9/2008,05:58:00,0.326,0.084,242.11,1.4,1.0
1890747,21/7/2010,17:51:00,0.252,0.118,241.49,1.2,1.0
1403145,17/8/2009,03:09:00,0.316,0.254,241.55,1.6,1.0
1186442,19/3/2009,15:26:00,0.396,0.23,242.95,1.8,2.0
1893794,23/7/2010,20:38:00,2.174,0.54,240.7,9.2,31.0
1821960,3/6/2010,23:24:00,0.406,0.116,241.79,1.8,1.0
908926,7/9/2008,22:10:00,2.586,0.09,237.18,10.8,18.0
683659,4/4/2008,11:43:00,1.358,0.054,240.99,5.6,18.0
326604,31/7/2007,12:48:00,0.804,0.434,232.14,3.8,1.0
682296,3/4/2008,13:00:00,0.214,0.0,242.31,0.8,0.0
1048461,13/12/2008,19:45:00,3.032,0.254,237.4,12.8,18.0
1630444,21/1/2010,23:28:00,1.85,0.228,241.63,7.6,19.0
1295807,3/6/2009,14:11:00,2.032,0.062,237.57,8.6,31.0
1221724,13/4/2009,03:28:00,1.036,0.232,241.37,4.4,11.0
320003,26/7/2007,22:47:00,0.298,0.188,234.36,1.4,1.0
1374110,27/7/2009,23:14:00,0.312,0.24,244.21,1.6,3.0
1888417,20/7/2010,03:01:00,0.784,0.088,240.59,3.2,1.0
973631,22/10/2008,20:35:00,2.538,0.322,237.48,10.6,20.0
77365,8/2/2007,10:49:00,1.374,0.106,240.35,5.6,17.0
396448,18/9/2007,00:52:00,0.212,0.096,241.01,1.0,0.0
1322351,22/6/2009,00:35:00,0.246,0.102,241.63,1.0,1.0
873731,14/8/2008,11:35:00,0.08,0.0,240.35,0.2,1.0
1043134,10/12/2008,02:58:00,0.408,0.208,247.93,1.8,0.0
1388762,7/8/2009,03:26:00,0.206,0.104,240.35,1.0,1.0
1311812,14/6/2009,16:56:00,0.218,0.0,241.18,1.0,0.0
2047784,7/11/2010,19:08:00,2.75,0.3,232.33,12.0,1.0
910502,9/9/2008,00:26:00,0.312,0.204,241.7,1.4,1.0
574338,19/1/2008,13:42:00,0.37,0.098,241.18,1.6,0.0
755286,24/5/2008,05:30:00,0.262,0.14,243.95,1.2,0.0
1856353,27/6/2010,20:37:00,0.248,0.106,241.85,1.0,1.0
102820,26/2/2007,03:04:00,0.312,0.118,239.76,1.4,0.0
1755027,18/4/2010,11:51:00,2.048,0.17,239.57,8.4,19.0
39870,13/1/2007,09:54:00,4.172,0.292,235.32,17.6,38.0
1523477,8/11/2009,16:41:00,0.802,0.196,246.4,3.2,1.0
1084531,7/1/2009,20:55:00,2.398,0.056,242.72,9.8,20.0
151486,31/3/2007,22:10:00,2.272,0.062,237.39,9.4,17.0
237534,30/5/2007,16:18:00,0.406,0.214,236.55,1.8,2.0
908670,7/9/2008,17:54:00,0.648,0.082,240.74,2.6,0.0
600522,6/2/2008,18:06:00,0.816,0.0,240.0,4.0,0.0
831447,16/7/2008,02:51:00,0.176,0.0,239.7,0.8,1.0
1185802,19/3/2009,04:46:00,0.324,0.086,246.29,1.4,0.0
1655004,8/2/2010,00:48:00,0.346,0.076,241.85,1.4,0.0
1020369,24/11/2008,07:33:00,4.14,0.0,239.04,17.2,18.0
1274154,19/5/2009,13:18:00,0.422,0.224,240.0,2.0,3.0
953857,9/10/2008,03:01:00,0.336,0.09,237.85,1.4,2.0
78455,9/2/2007,04:59:00,0.32,0.118,241.53,1.4,0.0
2033313,28/10/2010,17:57:00,1.538,0.048,245.96,6.2,21.0
83935,13/2/2007,00:19:00,0.224,0.0,244.56,1.0,0.0
1002721,12/11/2008,01:25:00,1.378,0.06,243.32,5.6,0.0
892062,27/8/2008,05:06:00,0.08,0.0,239.57,0.2,1.0
1205126,1/4/2009,14:50:00,0.388,0.214,247.58,1.8,0.0
1257176,7/5/2009,18:20:00,0.614,0.176,243.65,2.6,0.0
1337649,2/7/2009,15:33:00,0.988,0.22,240.89,4.2,13.0
1219521,11/4/2009,14:45:00,1.586,0.34,243.01,6.6,19.0
297884,11/7/2007,14:08:00,0.226,0.11,238.5,1.0,0.0
2045162,5/11/2010,23:26:00,0.368,0.094,241.97,1.6,1.0
199418,4/5/2007,05:02:00,0.19,0.074,237.6,0.8,0.0
329413,2/8/2007,11:37:00,1.612,0.152,231.38,7.0,17.0
37540,11/1/2007,19:04:00,3.522,0.238,234.67,15.0,17.0
863911,7/8/2008,15:55:00,0.182,0.142,237.3,0.8,1.0
28452,5/1/2007,11:36:00,0.296,0.0,242.36,1.4,0.0
1932763,19/8/2010,22:07:00,0.218,0.0,241.18,1.0,0.0
92473,18/2/2007,22:37:00,0.384,0.118,241.85,1.6,1.0
2037914,31/10/2010,22:38:00,1.634,0.072,245.27,6.6,0.0
1114348,28/1/2009,13:52:00,2.072,0.108,244.79,8.4,18.0
1700519,11/3/2010,15:23:00,0.244,0.0,244.67,1.0,1.0
1502414,25/10/2009,01:38:00,3.038,0.074,241.61,12.4,39.0
1591098,25/12/2009,15:42:00,3.686,0.338,244.49,15.0,47.0
403926,23/9/2007,05:30:00,0.358,0.316,240.19,2.0,1.0
492717,23/11/2007,21:21:00,4.442,0.328,238.31,18.8,17.0
1461872,26/9/2009,21:56:00,0.374,0.22,242.65,1.8,1.0
1816895,31/5/2010,10:59:00,1.244,0.0,239.05,5.2,18.0
1026124,28/11/2008,07:28:00,3.356,0.0,239.02,14.0,18.0
1550608,27/11/2009,12:52:00,1.344,0.052,241.35,5.6,19.0
211410,12/5/2007,12:54:00,0.508,0.324,236.12,2.4,1.0
1692005,5/3/2010,17:29:00,0.26,0.0,244.99,1.0,0.0
367241,28/8/2007,18:05:00,0.19,0.126,241.65,1.0,2.0
205428,8/5/2007,09:12:00,0.376,0.11,234.21,1.6,0.0
1513416,1/11/2009,17:00:00,3.132,0.56,235.13,13.4,18.0
1896728,25/7/2010,21:32:00,0.518,0.054,243.81,2.0,1.0
1520494,6/11/2009,14:58:00,0.332,0.134,247.34,1.4,1.0
1902399,29/7/2010,20:03:00,0.908,0.298,240.85,4.0,12.0
849907,28/7/2008,22:31:00,0.448,0.132,241.94,2.2,1.0
662276,20/3/2008,15:20:00,0.228,0.0,243.68,1.0,0.0
296583,10/7/2007,16:27:00,0.13,0.0,240.09,0.6,0.0
1964423,10/9/2010,21:47:00,1.964,0.0,239.98,8.2,18.0
682379,3/4/2008,14:23:00,0.314,0.098,242.21,1.4,0.0
400642,20/9/2007,22:46:00,2.246,0.218,239.61,9.4,18.0
261668,16/6/2007,10:32:00,1.506,0.292,238.52,6.4,22.0
407223,25/9/2007,12:27:00,1.976,0.284,234.78,8.4,19.0
1290395,30/5/2009,19:59:00,0.572,0.372,240.51,2.8,1.0
327748,1/8/2007,07:52:00,0.102,0.0,237.02,0.4,0.0
127983,15/3/2007,14:27:00,0.43,0.116,244.66,2.0,0.0
187479,25/4/2007,22:03:00,2.51,0.16,232.59,10.8,18.0
1555299,30/11/2009,19:03:00,1.722,0.0,242.23,7.0,0.0
922361,17/9/2008,06:05:00,0.176,0.0,242.18,0.8,1.0
103809,26/2/2007,19:33:00,0.22,0.0,239.26,0.8,0.0
1516490,3/11/2009,20:14:00,3.928,0.216,234.18,17.0,27.0
646483,9/3/2008,16:07:00,0.514,0.052,242.21,2.4,0.0
1685911,1/3/2010,11:55:00,2.416,0.172,239.11,10.0,19.0
584412,26/1/2008,13:36:00,0.944,0.25,240.45,4.2,0.0
1585649,21/12/2009,20:53:00,2.448,0.26,243.27,10.0,19.0
1143771,18/2/2009,00:15:00,0.308,0.06,243.68,1.2,0.0
1738905,7/4/2010,07:09:00,2.482,0.128,239.91,10.2,18.0
407145,25/9/2007,11:09:00,1.874,0.166,233.43,8.0,16.0
720013,29/4/2008,17:37:00,0.322,0.102,243.35,1.4,2.0
604208,9/2/2008,07:32:00,0.212,0.0,240.36,0.8,0.0
331722,4/8/2007,02:06:00,0.458,0.086,234.49,2.0,0.0
592173,31/1/2008,22:57:00,3.086,0.224,239.88,13.0,18.0
342160,11/8/2007,08:04:00,0.244,0.0,233.59,1.0,1.0
1455149,22/9/2009,05:53:00,0.368,0.238,240.3,1.8,2.0
1666947,16/2/2010,07:51:00,2.566,0.052,240.25,10.6,19.0
372148,1/9/2007,03:52:00,0.236,0.13,239.99,1.2,0.0
522051,14/12/2007,06:15:00,0.432,0.26,246.32,2.0,2.0
1787705,11/5/2010,04:29:00,0.356,0.106,245.92,1.4,1.0
518719,11/12/2007,22:43:00,3.174,0.0,242.57,13.0,39.0
690651,9/4/2008,08:15:00,1.474,0.194,240.56,6.0,20.0
1392015,9/8/2009,09:39:00,0.208,0.11,242.31,1.0,1.0
1436497,9/9/2009,07:01:00,1.39,0.09,238.46,5.8,18.0
1190583,22/3/2009,12:27:00,3.728,0.126,235.32,15.8,56.0
348582,15/8/2007,19:06:00,0.2,0.142,241.45,1.0,0.0
892928,27/8/2008,19:32:00,0.204,0.168,237.92,1.2,1.0
1405391,18/8/2009,16:35:00,0.254,0.122,242.17,1.2,0.0
728928,5/5/2008,22:12:00,1.552,0.164,240.89,6.4,0.0
25407,3/1/2007,08:51:00,0.326,0.168,240.34,1.6,1.0
2066633,20/11/2010,21:17:00,1.484,0.0,236.59,6.2,0.0
273236,24/6/2007,11:20:00,0.278,0.208,239.49,1.4,1.0
835084,18/7/2008,15:28:00,0.63,0.086,240.09,2.6,1.0
935981,26/9/2008,17:05:00,0.152,0.0,242.77,0.6,1.0
73776,5/2/2007,23:00:00,0.228,0.0,244.12,1.0,0.0
1885038,17/7/2010,18:42:00,0.458,0.082,239.74,2.4,5.0
448561,24/10/2007,05:25:00,0.342,0.104,240.65,1.4,0.0
794891,20/6/2008,17:35:00,0.136,0.0,242.33,0.6,1.0
1576894,15/12/2009,18:58:00,1.182,0.12,247.44,4.8,1.0
152500,1/4/2007,15:04:00,1.436,0.096,242.87,5.8,20.0
1999961,5/10/2010,14:05:00,1.606,0.088,239.06,6.6,18.0
638880,4/3/2008,09:24:00,0.524,0.124,240.3,2.4,0.0
322010,28/7/2007,08:14:00,0.182,0.0,237.92,0.8,0.0
1600753,1/1/2010,08:37:00,0.558,0.0,240.27,2.2,0.0
26947,4/1/2007,10:31:00,1.89,0.12,240.44,7.8,18.0
1860175,30/6/2010,12:19:00,1.72,0.446,238.59,7.4,13.0
703564,18/4/2008,07:28:00,0.87,0.066,240.49,3.6,1.0
146114,28/3/2007,04:38:00,0.24,0.0,242.84,1.0,0.0
1629298,21/1/2010,04:22:00,0.246,0.0,246.62,1.0,1.0
679636,1/4/2008,16:40:00,1.658,0.21,241.2,7.0,18.0
1982580,23/9/2010,12:24:00,1.698,0.152,239.13,7.0,19.0
585807,27/1/2008,12:51:00,1.78,0.07,240.93,7.4,19.0
1316786,18/6/2009,03:50:00,0.736,0.11,243.5,3.2,11.0
179493,20/4/2007,08:57:00,0.226,0.132,239.99,1.0,0.0
1136661,13/2/2009,01:45:00,0.4,0.232,242.34,1.8,1.0
1678758,24/2/2010,12:42:00,1.616,0.056,244.05,6.6,19.0
1616947,12/1/2010,14:31:00,3.922,0.086,243.83,16.0,60.0
1109620,25/1/2009,07:04:00,1.294,0.074,244.44,5.2,0.0
